factors,total_quantum_cycles,computation_time
"(2, (2, ((3, 3), (13, (5, 7)))))",64487,528220918
16381,133,5140
"(2, 8191)",148,5837
"(3, (43, 127))",19199,183727910
"(2, (2, (2, (2, (2, (2, (2, (2, (2, (2, (2, (2, (2, 2)))))))))))))",210,23991
"(29, (113, 5))",10793,56788239
"(2, (3, 2731))",181,37807
"(7, 2341)",188,11227
"(2, (2, (17, 241)))",73968,666441944
"(3, ((3, 3), 607))",15032,100282092
"(2, (5, (11, 149)))",37084,253170681
"(37, 443)",124966,1743221791
"(2, (2, (2, (3, 683))))",211,45588
"(97, (13, 13))",43695,530219043
"(2, (7, 1171))",33203,353548036
"(3, (5, 1093))",20321,163026048
"(2, (2, 4099))",163,12355
"(19, 863)",64738,931102187
"(2, ((3, 3), 911))",214,18298
"(23, (31, 23))",86715,655474392
"(2, (2, (2, (2, (5, (41, 5))))))",13603,86820403
"((7, 3), (71, 11))",50902,403351848
"(2, (59, 139))",44281,580034946
"(47, 349)",142166,1751721465
"(2, (2, (3, 1367)))",196,14276
"(5, (193, 17))",20793,181447414
"(2, (13, 631))",27729,239751207
"(3, (3, 1823))",13599,112675367
"(2, (2, (2, (7, 293))))",32633,268685553
"(61, 269)",81966,1355791665
"(2, (3, (5, 547)))",40736,339693879
16411,133,4954
"(2, (2, (11, 373)))",20344,188564506
"(3, 5471)",166,14258
"(2, (29, 283))",60753,650200283
"(7, (7, (67, 5)))",12098,77923718
"(2, (2, (2, (2, (2, (19, ((3, 3), 3)))))))",61779,555430899
16417,133,5047
"(2, 8209)",148,5023
"(421, (13, 3))",44447,322087130
"(2, (2, (5, 821)))",27018,323011445
16421,133,7767
"(2, (7, (17, (3, 23))))",18713,146023167
"(11, 1493)",4514,46508988
"(2, (2, (2, 2053)))",178,9149
"(((5, 5), (3, 3)), 73)",244009,1553227759
"(2, (191, 43))",27781,294914391
16427,133,4409
"(2, (2, (3, (37, 37))))",324029,2192573970
"(7, 2347)",30288,382693461
"(2, (5, (53, 31)))",35208,266659922
"(3, 5477)",17366,200424352
"(2, (2, (2, (2, (13, 79)))))",9474,62838893
16433,133,4910
"(2, (11, ((3, 3), 83)))",32495,189817412
"(5, (19, 173))",28893,240474577
"(2, (2, (7, 587)))",47118,466738152
"(3, 5479)",21666,271037947
"(2, 8219)",148,5989
"(17, 967)",69038,1205903293
"(2, (2, (2, (5, (3, 137)))))",8366,97332699
"(41, 401)",13166,245542439
"(2, 8221)",148,13109
"(((29, 3), 7), ((3, 3), 3))",76592,627665943
"(2, (2, 4111))",163,9948
"(23, ((5, 13), 11))",36122,332888453
"(2, (3, 2741))",5681,84627777
16447,133,5022
"(2, (2, (2, (2, (2, (2, 257))))))",223,12955
"(3, 5483)",47466,744999748
"(2, (7, (47, (5, 5))))",30513,222901656
16451,133,12378
"(2, (2, ((3, 3), 457)))",114729,1110164385
16453,133,10865
"(2, (433, 19))",22253,280025734
"(3, (5, 1097))",6921,54579198
"(2, (2, (2, (11, (17, 11)))))",21712,149016944
"(7, 2351)",188,94296
"(2, (3, (13, 211)))",38162,482981429
"(109, 151)",206666,3785973137
"(2, (2, (5, 823)))",20318,278583332
"(3, (3, (31, 59)))",27904,245450828
"(2, 8231)",148,11661
"(163, 101)",34666,783431698
"(2, (2, (2, (2, (3, (7, (7, 7)))))))",306158,2351435389
"(5, (89, 37))",24621,245799851
"(2, 8233)",148,7883
"(3, (11, 499))",20347,197985833
"(2, (2, (23, 179)))",221368,2561241009
"(43, 383)",490466,8196409263
"(2, (61, (5, ((3, 3), 3))))",40102,243781245
"(13, (181, 7))",27269,302865073
"(2, (2, (2, (71, 29))))",24583,177593989
"((3, 19), (17, 17))",273248,1449522450
"(2, 8237)",148,17096
"(5, (5, 659))",8843,115324791
"(2, (2, (3, 1373)))",6896,50864890
16477,133,4258
"(2, (7, (11, 107)))",48084,333497910
"((3, 3), 1831)",8299,49699943
"(2, (2, (2, (2, (2, (5, 103))))))",10763,56924732
16481,133,6295
"(2, (3, (41, 67)))",13914,93279176
"(53, 311)",38966,583250169
"(2, (2, (13, 317)))",248144,2470042425
"(7, (3, (5, 157)))",276,23160
"(2, 8243)",148,6032
16487,133,2466
"(2, (2, (2, (3, (3, 229)))))",244,17064
"(11, 1499)",4514,77052052
"(2, (97, (17, 5)))",5808,92220376
"(23, (3, 239))",4571,93435257
"(2, (2, (7, (19, 31))))",27995,156903612
16493,133,4637
"(2, (3, 2749))",11181,138987814
"(5, 3299)",13088,184861467
"(2, (2, (2, (2, 1031))))",193,9947
"(3, (13, (47, (3, 3))))",53213,467011039
"(2, (113, 73))",104781,1446161923
"(7, 2357)",188,59823
"(2, (2, (3, (((5, 5), 5), 11))))",60909,464287378
"(29, 569)",17438,295660761
"(2, (37, 223))",27781,386284011
"(3, 5501)",4466,90398850
"(2, (2, (2, 2063)))",178,10908
"(5, 3301)",188,15962
"(2, (7, (3, (3, 131))))",23869,134263961
"(17, 971)",4538,56109479
"(2, (2, 4127))",163,10027
"(3, 5503)",166,12468
"(2, (127, (13, 5)))",32384,308409753
"(19, (11, 79))",55219,614578157
"(2, (2, (2, (2, (2, (2, (2, (43, 3))))))))",53471,366886439
"(7, (337, 7))",12643,179635066
"(2, (23, 359))",132253,1703208709
"(3, (5, (3, 367)))",37054,258982486
"(2, (2, 4129))",163,8381
"(83, 199)",172266,2844285956
"(2, (3, 2753))",5681,56629841
16519,133,4145
"(2, (2, (2, (5, (7, 59)))))",31988,220812667
"(3, 5507)",8766,139271462
"(2, (11, 751))",5729,65055810
"(31, (41, 13))",23719,339202437
"(2, (2, ((3, 3), ((3, (3, 3)), 17))))",24600,309615053
"(5, (5, 661))",21243,423455757
"(2, 8263)",148,20127
"(3, (7, 787))",53821,569349951
"(2, (2, (2, (2, 1033))))",193,12870
16529,133,4704
"(2, ((3, 5), (29, 19)))",21813,197249718
"(271, 61)",8866,103133384
"(2, (2, 4133))",163,9970
"(11, (3, (3, 167)))",119580,1120640886
"(2, (7, 1181))",16703,166074750
"(5, 3307)",4488,83333735
"(2, (2, (2, (3, (53, 13)))))",10792,86927345
"(23, 719)",116338,1732452193
"(2, 8269)",148,7748
"(37, (149, 3))",29299,407234323
"(2, (2, (5, 827)))",20318,209739523
"(7, (17, 139))",33693,343407147
"(2, (3, (3, 919)))",32914,277695619
"(71, 233)",275466,4154647259
"(2, (2, (2, (2, (2, (11, 47))))))",63289,349227411
"(3, (5, 1103))",53821,447997043
"(2, 8273)",148,6812
16547,133,2791
"(2, (2, ((3, 7), 197)))",251,20542
"(19, (67, 13))",19419,243656662
"(2, (5, (5, 331)))",42558,343130512
"(3, (3, (3, 613)))",22932,163674678
"(2, (2, (2, 2069)))",178,10903
16553,133,4940
"(2, (3, (89, 31)))",56986,447793958
"(5, ((43, 11), 7))",131924,928419115
"(2, (2, 4139))",163,9884
"(3, 5519)",13066,163538018
"(2, (17, 487))",77253,856887712
"(29, 571)",69038,1062816023
"(2, (2, (2, (2, (5, (3, (23, 3)))))))",18686,123769665
16561,133,10003
"(2, (7, (7, (13, 13))))",51687,476295908
"(3, 5521)",8766,110562855
"(2, (2, (41, 101)))",100796,866196996
"(5, 3313)",188,67075
"(2, (3, (11, 251)))",13862,136502166
16567,133,5209
"(2, (2, (2, (109, 19))))",8383,49479635
"((7, 3), (3, 263))",10754,80585812
"(2, (5, 1657))",16703,210388908
"(73, 227)",142166,2042776734
"(2, (2, (3, 1381)))",13596,91120106
16573,133,3762
"(2, 8287)",148,5282
"((5, 5), (3, (13, 17)))",52829,299050451
"(2, (2, (2, (2, (2, (2, (37, 7)))))))",12078,73612443
"(11, (137, 11))",87395,652617058
"(2, (3, ((3, 3), 307)))",13847,110926916
"(281, 59)",60466,812648045
"(2, (2, (5, 829)))",6918,63706174
"(3, 5527)",166,12388
"(2, 8291)",148,5085
"(7, (103, 23))",20793,158379476
"(2, (2, (2, (3, 691))))",8311,68501546
"(31, (5, 107))",42293,251360787
"(2, 8293)",148,7504
"((3, 3), (97, 19))",17604,117534059
"(2, (2, ((13, 29), 11)))",32197,256753701
"(313, 53)",21766,368659936
"(2, ((3, 79), (7, 5)))",45691,285081705
"(47, 353)",56166,780540308
"(2, (2, (2, (2, (17, 61)))))",9498,59654360
"(3, 5531)",4466,55946014
"(2, 8297)",148,5982
"(5, 3319)",81888,1334128561
"(2, (2, ((3, 3), 461)))",52729,392693015
"(7, 2371)",25988,333635077
"(2, (193, 43))",5781,53318035
"((3, 11), 503)",17847,140131312
"(2, (2, (2, (5, (5, 83)))))",40788,319528943
"(13, 1277)",34614,517088589
"(2, (3, 2767))",77181,1010188438
16603,133,7803
"(2, (2, (593, 7)))",218,27757
"(3, ((5, (3, (3, 3))), 41))",15120,99731136
"(2, (23, (19, 19)))",539130,3666946454
16607,133,9184
"(2, (2, (2, (2, (2, (3, 173))))))",42241,250891551
"(17, 977)",26038,402092420
"(2, (5, (151, 11)))",14984,114578637
"(7, ((3, 7), 113))",18876,128787662
"(2, (2, 4153))",163,18383
"(37, 449)",133566,2043509396
"(2, (3, (3, (13, 71))))",31795,149766950
"(5, 3323)",64688,1009984168
"(2, (2, (2, (67, 31))))",32683,219607623
"(29, (3, 191))",271,22841
"(2, (7, 1187))",203,10292
16619,133,11527
"(2, (2, (5, (3, 277))))",251,16048
"(11, 1511)",137814,1933640386
"(2, 8311)",148,7761
"((3, 3), 1847)",16399,93193122
"(2, (2, (2, (2, 1039))))",193,10527
"(5, ((5, 5), (7, 19)))",48325,230206199
"(2, (3, (17, 163)))",138286,1090436520
"(13, 1279)",214,25883
"(2, (2, 4157))",163,16301
"(241, (3, 23))",8871,136484252
"(2, (5, 1663))",22203,249914613
16631,133,7632
"(2, (2, (2, ((7, ((3, 3), 3)), 11))))",21680,143693551
16633,133,11349
"(2, 8317)",148,12817
"(3, (5, 1109))",4521,86249374
"(2, (2, 4159))",163,14130
"(127, 131)",116366,1653637174
"(2, (3, (59, 47)))",119214,1052153101
"(7, 2377)",17388,266246339
"(2, (2, (2, (2, (2, (2, (2, (2, (13, 5)))))))))",256,26366
"((3, 3), (43, 43))",20832,162524051
"(2, (157, 53))",16781,151362313
"(17, (89, 11))",25619,184405248
"(2, (2, (3, (73, 19))))",25401,142644075
"(5, 3329)",13088,179583455
"(2, (29, (41, 7)))",46708,313793847
"(3, (179, 31))",71571,763467048
"(2, (2, (2, 2081)))",178,11851
16649,133,4963
"(2, (3, (3, (37, (5, 5)))))",63324,406394293
16651,133,7282
"(2, (2, (23, 181)))",6968,46759535
"((13, 61), (7, 3))",46602,313266123
"(2, (11, 757))",5729,63572454
"(5, 3331)",188,19531
"(2, (2, (2, (2, (3, 347)))))",9426,53217659
16657,133,4290
"(2, 8329)",148,5550
"(3, ((3, 3), 617))",232,23620
"(2, (2, (7, (7, (17, 5)))))",13600,46372466
16661,133,4636
"(2, (3, 2777))",181,30364
"(877, 19)",64738,978669312
"(2, (2, (2, 2083)))",178,8389
"(11, ((3, 5), 101))",30502,289086963
"(2, (13, 641))",38729,469035151
"(7, 2381)",68988,798864056
"(2, (2, (3, (3, 463))))",6929,61214813
"(79, 211)",51866,929977126
"(2, (5, 1667))",11203,123737101
"(3, 5557)",13066,256960788
"(2, (2, (2, (2, (2, 521)))))",208,18378
16673,133,4976
"(2, (7, (3, 397)))",20436,263406075
"(5, (5, (29, 23)))",39420,372438407
"(2, (2, (11, 379)))",27044,263317296
"(3, ((3, 17), 109))",304,23686
"(2, (31, 269))",253,10439
"(13, 1283)",69014,1003395546
"(2, (2, (2, (3, (5, 139)))))",42266,249862817
"(7, 2383)",43188,643364942
"(2, (19, 439))",253,14060
"(3, (83, 67))",47199,343285911
"(2, (2, (97, 43)))",20396,140020195
"(5, (47, 71))",57021,367089451
"(2, ((3, 3), ((3, 3), 103)))",84080,629391691
"(37, (41, 11))",16447,96846505
"(2, (2, (2, (2, (7, 149)))))",18648,97413564
"(3, 5563)",4466,62708783
"(2, (5, 1669))",203,17999
16691,133,4289
"(2, (2, (3, (13, 107))))",117377,783210877
16693,133,5535
"(2, (17, 491))",49753,493291283
"(3, (7, (3, (53, 5))))",12109,50013724
"(2, (2, (2, 2087)))",178,8815
"(59, 283)",107766,1570624125
"(2, ((3, 11), (11, 23)))",157615,899883032
16699,133,11258
"(2, (2, (5, (5, 167))))",116873,1026318616
"(3, (19, 293))",437671,4310148459
"(2, (7, 1193))",203,25956
16703,133,7416
"(2, (2, (2, (2, (2, (2, (3, (29, 3))))))))",13561,73309262
"(5, (13, 257))",110869,1007024296
"(2, 8353)",148,10876
"(3, 5569)",13066,209896896
"(2, (2, 4177))",163,8295
"((7, 7), (11, 31))",33596,382963400
"(2, (3, (5, 557)))",236,32948
"(17, 983)",13138,183200409
"(2, (2, (2, 2089)))",178,13856
"(3, (3, (3, 619)))",40132,456731033
"(2, (137, 61))",16781,219665569
"(5, 3343)",30288,390052348
"(2, (2, (7, (3, 199))))",251,24912
"(73, 229)",43266,686872247
"(2, (13, 643))",5729,45078265
"(3, 5573)",8766,94637191
"(2, (2, (2, (2, ((19, 11), 5)))))",36101,173836388
"(727, 23)",43238,593123842
"(2, (3, (3, 929)))",16714,154777806
"(7, 2389)",188,10789
"(2, (2, (113, 37)))",27096,298578837
"(5, ((3, 223), 5))",18876,146775860
"(2, 8363)",148,14058
"(43, 389)",8866,116413082
"(2, (2, (2, ((17, 41), 3))))",18916,131312026
16729,133,11487
"(2, (7, (5, 239)))",53458,648581641
"((3, (3, (13, 13))), 11)",455309,2826860196
"(2, (2, (89, 47)))",33796,323059894
"(29, 577)",238,12309
"(2, (3, 2789))",11181,110196229
"(5, 3347)",188,22793
"(2, (2, (2, (2, (2, 523)))))",208,18523
"(3, (7, 797))",15521,159943607
"(2, 8369)",148,12386
"(19, 881)",34638,468419190
"(2, (2, ((((3, 3), 3), 31), 5)))",57989,547987542
16741,133,10013
"(2, (761, 11))",44229,510243387
"(3, 5581)",34566,452073328
"(2, (2, (2, ((7, 23), 13))))",26886,144400162
"(5, (17, 197))",8393,70024213
"(2, (3, 2791))",181,33337
16747,133,4464
"(2, (2, (53, 79)))",27096,273509474
"((3, 3), 1861)",42199,462878966
"(2, (5, (67, (5, 5))))",78013,490025651
"(7, 2393)",4488,53414420
"(2, (2, (2, (2, (3, 349)))))",83026,551542336
"(11, 1523)",13114,235288722
"(2, 8377)",148,10074
"(5, (3, 1117))",12621,121130036
"(2, (2, (71, 59)))",94096,805386008
"(13, 1289)",26014,304379978
"(2, ((3, 3), (19, (7, 7))))",186296,1192722196
16759,133,11198
"(2, (2, (2, (5, 419))))",24533,216446681
"(3, (37, 151))",6999,59844987
"(2, ((17, 17), 29))",335330,2236596236
16763,133,5207
"(2, (2, (3, (11, 127))))",27877,138279625
"(7, (5, 479))",33143,302121458
"(2, (101, 83))",11281,130346345
"(((3, 3), 3), (23, (3, (3, 3))))",78103,605637187
"(2, (2, (2, (2, (2, (2, (2, 131)))))))",238,17308
"(41, 409)",159366,2245973171
"(2, (3, ((5, 13), 43)))",21717,121183198
"(541, 31)",4538,79748856
"(2, (2, (7, 599)))",6918,49163217
"(3, 5591)",166,31999
"(2, 8387)",148,11321
"(61, (5, (5, 11)))",17924,117874689
"(2, (2, (2, ((3, 3), 233))))",32644,212657658
"(19, 883)",238,13465
"(2, 8389)",148,6748
"(17, (3, (7, 47)))",44326,280028343
"(2, (2, (5, 839)))",218,15826
"(97, 173)",219566,3160204598
"(2, (3, 2797))",11181,139955342
"(13, 1291)",38914,637057922
"(2, (2, (2, (2, 1049))))",193,13526
"(3, (3, (5, 373)))",33954,263035153
"(2, (7, (109, 11)))",29684,250833453
16787,133,5581
"(2, (2, (3, 1399)))",196,42138
"(163, 103)",86266,1332498051
"(2, (73, (5, 23)))",24608,182475434
"(3, (193, 29))",24671,221045629
"(2, (2, (2, 2099)))",178,20599
"(7, 2399)",30288,351995679
"(2, (3, (3, (3, 311))))",8347,52504767
"(5, 3359)",25988,339590281
"(2, (2, ((13, 19), 17)))",26921,147909149
"(3, (11, 509))",22247,207593031
"(2, (37, 227))",148781,1623408560
"(157, 107)",253966,3783541434
"(2, (2, (2, (2, (2, ((5, 3), (5, 7)))))))",8373,79934996
"(53, 317)",94866,1523061176
"(2, (31, 271))",71753,766642989
"((3, 3), 1867)",32599,289913541
"(2, (2, 4201))",163,16734
"(5, 3361)",30288,397131236
"(2, (3, 2801))",181,20119
"(7, (7, (7, (7, 7))))",166175,1287692500
"(2, (2, (2, (11, 191))))",16459,125254440
"(3, (431, 13))",58147,503383660
"(2, (5, (41, 41)))",222936,1526727297
16811,133,6656
"(2, (2, ((3, 3), 467)))",8329,46353351
"(43, (17, 23))",29343,293705249
"(2, (7, 1201))",33203,469873103
"(5, (3, (59, 19)))",44126,290246896
"(2, (2, (2, (2, 1051))))",193,19566
"(251, 67)",4566,59591989
"(2, (3, 2803))",5681,55681619
"(11, (11, 139))",163595,1802137617
"(2, (2, (29, (29, 5))))",134195,1505504197
"(3, ((3, 3), (89, 7)))",65687,621440766
"(2, (13, 647))",104729,1098584612
16823,133,4393
"(2, (2, (2, (3, 701))))",211,17159
"(5, (5, 673))",4543,54527490
"(2, (47, 179))",44281,505744028
"(3, (79, 71))",113199,1070031590
"(2, (2, (7, 601)))",13618,136508759
16829,133,6414
"(2, ((17, 11), ((3, 3), 5)))",40222,211929653
16831,133,5116
"(2, (2, (2, (2, (2, (2, 263))))))",223,12427
"(3, (31, 181))",6971,79659930
"(2, (19, 443))",27753,320757667
"((5, 13), (37, 7))",43024,239084996
"(2, (2, (3, (23, 61))))",16201,135525626
"(113, 149)",13166,193005644
"(2, 8419)",148,12678
"((3, 3), 1871)",28799,242978630
"(2, (2, (2, (421, 5))))",8333,53432684
"(11, 1531)",77614,1148399620
"(2, (3, (7, 401)))",84136,682340314
16843,133,4180
"(2, (2, 4211))",163,7032
"(3, (5, 1123))",47121,382646736
"(2, 8423)",148,7884
"(17, 991)",56138,834324737
"(2, (2, (2, (2, (3, (13, (3, (3, 3))))))))",54073,392779502
"(7, (29, 83))",200993,2083046234
"(2, (5, (337, 5)))",57158,536485350
"(3, (41, 137))",138599,1303304712
"(2, (2, (11, 383)))",47144,500031240
"(19, 887)",30338,518649635
"(2, (3, (53, 53)))",872514,7292214743
"(5, 3371)",8788,162486452
"(2, (2, (2, (43, (7, 7)))))",16488,157100392
"((3, 3), 1873)",24499,219491193
"(2, 8429)",148,9576
"(733, 23)",77638,1496892379
"(2, (2, ((5, 3), 281)))",15051,160202635
"(13, 1297)",214,86443
"(2, 8431)",148,9156
"((11, 73), (3, 7))",29902,278390387
"(2, (2, (2, (2, (2, (17, 31))))))",10785,64485377
"(5, 3373)",17388,270349739
"(2, ((3, 3), 937))",155014,1749692499
"(167, 101)",30366,570011153
"(2, (2, 4217))",163,13725
"(3, 5623)",13066,253987710
"(2, (5, (241, 7)))",20458,232874285
16871,133,8281
"(2, (2, (2, (3, (37, 19)))))",18916,190012561
"(359, 47)",30366,446832953
"(2, (13, (11, 59)))",66310,806859741
"(((3, 3), 3), (5, (5, (5, 5))))",201919,1451082488
"(2, (2, 4219))",163,10049
"(7, 2411)",17388,305270177
"(2, (97, (29, 3)))",19086,176614510
16879,133,6459
"(2, (2, (2, (2, (5, 211)))))",248,64271
"(17, (331, 3))",21271,156697410
"(2, (23, 367))",22253,268314265
16883,133,17674
"(2, (2, (7, (67, (3, 3)))))",10784,98523298
"(5, (307, 11))",8369,59477453
"(2, 8443)",148,10092
"(13, (3, 433))",27247,385488933
"(2, (2, (2, 2111)))",178,11471
16889,133,4965
"(2, (3, (5, 563)))",113936,1104550286
"(7, (19, 127))",62293,650197365
"(2, (2, (41, 103)))",47196,606408028
"(3, (3, 1877))",4499,66469373
"(2, 8447)",148,7233
"(5, (109, 31))",53693,486709369
"(2, (2, (2, (2, (2, (2, (2, (2, (2, (11, 3))))))))))",13549,83448179
"(61, 277)",137866,2393509720
"(2, (17, (7, 71)))",11308,130587343
"(3, (131, 43))",361599,4119872940
"(2, (2, (5, (13, (5, 13)))))",54802,636068973
16901,133,9342
"(2, ((3, 3), (3, 313)))",24547,239248446
16903,133,3949
"(2, (2, (2, 2113)))",178,6658
"(5, (3, (7, (23, 7))))",75103,592374029
"(2, (107, 79))",187281,2459299745
"(11, (53, 29))",43919,589183545
"(2, (2, (3, 1409)))",6896,53014410
"(37, 457)",21766,316511588
"(2, ((5, 89), 19))",17608,135777135
"(3, (3, 1879))",30799,495006818
"(2, (2, (2, (2, (7, 151)))))",55448,476119847
"(13, 1301)",17414,320769154
"(2, (3, 2819))",181,55451
"(17, (5, 199))",29893,368918186
"(2, (2, 4229))",163,10162
"(3, 5639)",4466,77144016
"(2, (11, 769))",229,29413
"(7, 2417)",30288,396204240
"(2, (2, (2, (3, (3, (5, 47))))))",13599,67108255
16921,133,9558
"(2, 8461)",148,12332
"(3, 5641)",8766,119643238
"(2, (2, 4231))",163,11478
"((5, 5), 677)",65643,488808418
"(2, (3, (13, (7, 31))))",21689,123166768
16927,133,4909
"(2, (2, (2, (2, (2, (23, 23))))))",84285,638408081
"(19, (3, (3, (3, (3, 11)))))",4618,73787577
"(2, (5, 1693))",88203,842399175
16931,133,5188
"(2, (2, (17, (3, 83))))",26901,137199840
"(7, (41, 59))",29421,286499256
"(2, 8467)",148,7076
"(5, (3, 1129))",40721,350037054
"(2, (2, (2, (29, 73))))",16483,112241904
16937,133,4338
"(2, (3, (3, 941)))",41014,408675631
"(13, 1303)",81914,1108637985
"(2, (2, (5, (7, (11, 11)))))",476402,2617121082
"(3, 5647)",4466,60172895
"(2, (43, 197))",82781,996092460
16943,133,6387
"(2, (2, (2, (2, (353, 3)))))",18626,147018371
"(5, 3389)",34588,589477712
"(2, (37, 229))",187281,2040316802
"(3, (3, (7, 269)))",26554,296371579
"(2, (2, (19, 223)))",268268,2340008938
"(17, 997)",26038,293281333
"(2, (5, (3, (113, 5))))",30491,171420602
"((11, 23), 67)",319,35003
"(2, (2, (2, (13, 163))))",24559,212089104
"(3, 5651)",4466,66873601
"(2, (7, (7, 173)))",112258,1080206437
"(5, 3391)",4488,86403342
"(2, (2, ((3, 3), (3, 157))))",26862,186331468
"(547, 31)",51838,699915616
"(2, (61, 139))",132281,1484770360
"(3, 5653)",166,58223
"(2, (2, (2, (2, (2, (2, (5, 53)))))))",12078,62066758
"(7, 2423)",4488,56460154
"(2, (3, (11, 257)))",97762,847340410
16963,133,10717
"(2, (2, 4241))",163,17250
"(13, (5, (3, (3, 29))))",4607,74916124
"(2, (17, 499))",22253,235491189
"(19, (19, 47))",10843,59808469
"(2, (2, (2, (3, (7, 101)))))",39866,228087330
"(71, 239)",120666,1647789523
"(2, (5, 1697))",137703,1558949871
"(3, 5657)",166,12423
"(2, (2, 4243))",163,6909
"(11, 1543)",43214,594283427
"(2, (23, (3, (41, 3))))",13619,59579917
"(5, (97, (5, 7)))",8398,70835893
"(2, (2, (2, (2, 1061))))",193,22118
"(3, 5659)",17366,266427195
"(2, (13, 653))",33229,389795886
16979,133,5681
"(2, (2, (3, (5, 283))))",9451,56710923
16981,133,4418
"(2, (7, 1213))",27703,320181529
"(37, ((3, (3, 3)), 17))",29437,289484720
"(2, (2, (2, (11, 193))))",8359,53587010
"(5, (79, 43))",4621,70034662
"(2, (3, (19, 149)))",78986,683493312
16987,133,7126
"(2, (2, (31, 137)))",147668,1336399652
"(7, (3, 809))",28821,263594848
"(2, (5, 1699))",5703,60192380
"(13, 1307)",38914,582852162
"(2, (2, (2, (2, (2, (59, (3, 3)))))))",43174,321554573
16993,133,5381
"(2, (29, 293))",170753,1728561420
"(3, (5, (11, 103)))",31402,289974361
"(2, (2, (7, 607)))",134218,1520474111
